name;fraktion;link;bundesland;wknr;wkname;beruf;biographie;instagram;facebook;homepage;tiktok;youtube;x
Rabanus, Martin;SPD;https://www.bundestag.de/abgeordnete/biografien/R/rabanus_martin-857918;Hessen;178;Rheingau-Taunus – Limburg;Ministerialrat;"Geboren am 2. September 1971 in Fulda (Hessen); römisch-katholisch, verheiratet, zwei Kinder.1993 Allgemeine Hochschulreife; 1990 bis 1991 Zivildienst in Wiesbaden; 1993 bis Juli 1998 Studium der Politologie mit Wahlfächern Rechtswissenschaften, Soziologie und Geschichtswissenschaften an der Johann-Wolfgang-Goethe-Universität in Frankfurt am Main, Abschluss Diplom.1994 Landesgeschäftsführer der Hessischen Schülervertretung; 1994 bis 1998 persönlicher Mitarbeiter des SPD-Fraktionsvorsitzenden im Hessischen Landtag, Staatsminister a.D. Armin Clauss; 1998 bis 1999 Mitarbeiter der SPD-Fraktion; 1999 bis 2013 Referent der SPD-Fraktion im Hessischen Landtag; 2022 bis 2024 Bereichsleiter im Hessischen Landtag.Seit Mai 2019 Vorsitzender vom Deutschen Volkshochschul-Verband (DW), Vorsitzender der Gesellschafterversammlung der telc gGmbH, Mitglied der Nationalen Plattform Bildung für nachhaltige Entwicklung bei BMBF.2002 bis 2003 Vorsitzender der SPD-Taunusstein; 2007 bis 2017 Vorsitzender der SPD im Rheingau-Taunus-Kreis; seit 2001 Mitglied des Kreistages des Rheingau-Taunus-Kreises; seit 2006 stellvertretender Vorsitzender der SPD-Fraktion; 2014 bis 2020 Mitglied im Bundesvorstand SPD Arbeitsgemeinschaft für Bildung; seit 2017 Mitglied im Vorstand der Medien- und netzpolitischen Kommission sowie des Kulturforums beim SPD Parteivorstand.Mitglied im 18. und 19. Deutschen Bundestag von 2013 bis 2021 dort u.a. Mitglied im Ausschuss für Bildung, Forschung und Technikfolgenabschätzung, Kultur und Medien sowie stellvertretendes Mitglied im Ausschuss für Angelegenheiten der Europäischen Union sowie im Unterausschuss für auswärtige Kultur- und Bildungspolitik; 2017 bis 2021 Vorsitzender der SADC-Parlamentariergruppe; 2018 bis 2021 kulturpolitischer Sprecher der SPD-Bundestagsfraktion. Diverse Mitgliedschaften in Kuratorien und Verwaltungsräten u.a. Deutsche Nationalbibliothek, Haus der Geschichte, Bundeszentrale für Politische Bildung.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.Martin Rabanus hat am 26. Januar 2024 für den ausgeschiedenen Abgeordneten Kaweh Mansoori, SPD die Mitgliedschaft im Deutschen Bundestag erworben.]";https://www.instagram.com/martin.rabanus/;https://www.facebook.com/martin.rabanus/;https://www.martin-rabanus.de/;;;
Rachel, Thomas;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/R/rachel_thomas-857924;Nordrhein-Westfalen;90;Düren;Politikwissenschaftler;"Geboren am 17. Mai 1962 in Düren; evangelisch; verheiratet; eine Tochter.1982 Abitur am städtischen Gymnasium am Wirteltor in Düren; 1985 Stipendiat der Konrad-Adenauer-Stiftung; 1992 Magister Artium (M. A.) in den Fächern Politische Wissenschaften, Geschichte und Staatsrecht an der Universität Bonn.1992 bis 2004 Angestellter der Wirtschaftsvereinigung Stahl, Düsseldorf.Seit 2000 Landessynodaler der Evangelischen Kirche im Rheinland; seit 2003 stellv. Mitglied der Synode der Evangelischen Kirche in Deutschland (EKD); seit 2006 Mitglied im Kuratorium der Leo-Baeck-Stiftung; seit November 2015 Mitglied im Rat der Evangelischen Kirche in Deutschland (EKD); 2006 bis 2021 Senator der Fraunhofer Gesellschaft; 2006 bis 2021 Vertreter der Bundesministerin für Bildung- und Forschung im Kuratorium der Deutsch-Israelischen Stiftung für wissenschaftliche Forschung und Entwicklung (GIF) .Seit 2012 CDU Kreisvorsitzender im Kreis Düren; seit 2011 Bezirksvorsitzender der CDU Bezirk Aachen; seit 2003 Bundesvorsitzender des Evangelischen Arbeitskreises (EAK) der CDU/CSU; Mitglied des Deutschen Bundestages für den Wahlkreis Düren seit 1994; 1998 bis 2005 Obmann für Bildungs- und Forschungspolitik der CDU/CSU-Fraktion; 1999 bis 2002 stellvertretender Vorsitzender der Enquete-Kommission „Globalisierung der Weltwirtschaft“; 2003 bis 2005 Sprecher der CDU/CSU-Fraktion in der Enquete-Kommission „Ethik und Recht der modernen Medizin“; November 2005 bis Dezember 2021 Parlamentarischer Staatssekretär bei der Bundesministerin für Bildung und Forschung.Seit Dezember 2021 Fachsprecher für Kirchen und Religionsgemeinschaften der CDU/CSU-Bundestagsfraktion. Seit Oktober 2022 Co-Vorsitzender des Arbeitskreises Lateinamerika der CDU/CSU-Bundestagsfraktion. Berichterstatter der CDU/CSU-Bundestagsfraktion zu Griechenland im Auswärtigen Ausschuss. Berichterstatter der CDU/CSU-Bundestagsfraktion zu Lateinamerika im Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung.  [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/thomas_rachel_mdb/;https://de-de.facebook.com/thomas.rachel.dueren/;http://www.thomas-rachel.de/;;;https://twitter.com/_thomasrachel?lang=de
Radomski, Kerstin;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/R/radomski_kerstin-857880;Nordrhein-Westfalen;114;Krefeld II – Wesel II;Lehrerin;"Geboren am 1. November 1974 in Krefeld-Hüls; evangelisch; zwei Kinder.

    


    
    

        Abitur am Fichte Gymnasium in Krefeld; Studium auf Lehramt für die Fächer Biologie und Geographie an der Ruhr-Universität Bochum.2004 tätig an der Waldschule in Eschweiler; 2008 Wechsel zur Gesamtschule in Mönchengladbach-Hardt; ab 2013 Studienrätin am Maria-Sibylla-Merian Gymnasium in Krefeld.Mitglied im Naturwissenschaftlichen Verein zu Krefeld e.V. und im Verein für Heimatkunde e.V. Krefeld; Mitglied in der Schutzgemeinschaft Deutscher Wald (SDW) und seit 2003 Mitglied im Arbeitskreis Krefelder Frauenverbände (AKF) beim Sommerspielplatz „Spiel ohne Ranzen“, Spielplatzpatin in Krefeld.1997 Eintritt in die Junge Union, 2003 bis 2008 Bezirksvorsitzende der Jungen Union Niederrhein. Seit 1998 Mitglied der CDU Deutschlands; seit 2005 Mitglied im Landesvorstand der CDU Nordrhein-Westfalen, seit 2012 stellvertretende Kreisvorsitzende der CDU Krefeld und seit 2019 stellvertretende Bezirksvorsitzende der CDU Niederrhein. Seit 2015 Verbindungsmitglied zwischen der CDU Landesgruppe NRW und der CDU-Landtagsfraktion NRW. Von 2015 bis 2018 Mitglied der Parlamentarischen Versammlung des Europarates. Seit 2016 stellvertretende Kreisvorsitzende der Mittelstands- und Wirtschaftsvereinigung der CDU Krefeld.Seit 2013 Mitglied des Deutschen Bundestages.Seit 2018 Berichterstatterin für internationale Austauschprogramme in der Kommission des Ältestenrates für Innere Angelegenheiten.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/Kerstin_radomski/;https://www.facebook.com/KerstinRadomskiMdB;http://www.kerstinradomski.net/;;;
Radwan, Alexander;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/R/radwan_alexander-857896;Bayern;223;Bad Tölz-Wolfratshausen – Miesbach;Rechtsanwalt;"Geboren am 30. August 1964 in München; römisch-katholisch; ledig.1983 bis 1987 Studium Fahrzeugtechnik, Fachrichtung Luftfahrzeuge an der FH München, Abschluss Dipl.-Ingenieur. 1987 bis 1995 juristisches Studium mit zweitem Staatsexamen an der Ludwig-Maximilians-Universität München, 1995 Zulassung als Rechtsanwalt.Bis 1999 Mitarbeiter, zuletzt als Abteilungsleiter, eines internationalen Unternehmens in der Informations- und Telekommunikationsbranche. Mitglied im CSU Ortsvorstand Rottach-Egern und im Bezirksvorstand der CSU Oberbayern. 1994 bis 1999 Bezirksvorsitzender der Jungen Union Oberbayern. Seit 2002 Bezirksvorsitzender der Mittelstandsunion Oberbayern, Mitglied im MU-Landesvorstand. Seit 2002 Kreisrat in Miesbach. 1999 bis 2008 Mitglied des Europäischen Parlaments (MdEP), 2004 bis 2008 wirtschaftspolitischer Sprecher EVP-Fraktion; 2002 bis 2008 Vorsitzender des Parlamentarischen Arbeitskreises Mittelstand der EVP-Fraktion. 2005 bis 2011 Schatzmeister der CSU, Mitglied des CSU-Parteivorstandes. 2008 bis 2013 MdL im Bayerischen Landtag.Mitglied des Bundestages seit Oktober 2013; seit 2014 Vorsitzender des Versorgungswerks und Mitglied des CSU-Parteivorstandes; 2014 bis 2017 Vorsitzender der CSU-BWK Konferenz für den Wahlkreis 224 (Starnberg); seit 2017 Vorsitzender der CSU-BWK Konferenz für den Wahlkreis 223 (Bad Tölz-Wolfratshausen-Miesbach); seit 2014 Kreisvorsitzender der CSU Miesbach.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;https://www.facebook.com/alexander.radwan;http://www.alexander-radwan.de/;;;https://www.twitter.com/AlexanderRadwan
Raffelhüschen, Claudia;FDP;https://www.bundestag.de/abgeordnete/biografien/R/raffelhueschen_claudia-866132;Baden-Württemberg;281;Freiburg;Volkswirtin;"Geboren am 7. November 1968;
        
         konfessionslos; verheiratet; drei Kinder.

    


    
    

        Studium der Volkswirtschaftslehre an der Christian-Albrechts-Universität zu Kiel. Mitarbeiterin in München und Stuttgart als Beraterin im Fuhrparkmanagement. Familienpause. Lehrauftrag an der Verwaltungs- und Wirtschaftsakademie Freiburg für Sozialpolitik.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;;http://www.claudia-raffelhueschen.de/;;;
Rainer, Alois;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/R/rainer_alois-857914;Bayern;231;Straubing;Metzgermeister;"Geboren am 7. Januar 1965 in Straubing; römisch-katholisch; verheiratet; zwei Kinder.

    


    
    

        1971 bis 1980 Grund- und Hauptschule Haibach; 1980 bis 1983 Ausbildung zum Metzger; 1983 bis 1984 Grundwehrdienst. 1986 Meisterprüfung zum Metzgermeister, 1987 Übernahme des elterlichen Betriebes.1989 Eintritt in die CSU; 1996 Wahl zum Bürgermeister der Gemeinde Haibach; 2013 Wahl zum Bundestagsabgeordneten; seit 1999 Mitglied des Kreisvorstandes der CSU, seit 2015 stellvertretender Kreisvorsitzender, seit 2002 Kreisrat des Landkreises Straubing-Bogen, seit 2008 Verbandsrat ZTS Tierkörperbeseitigung, seit 2009 Vorsitzender im Rechnungsprüfungsausschuss ZTS, seit 2005 Kreisvorsitzender der Mittelstandsunion, seit 2009 Bezirksvorsitzender der Kommunalpolitischen Vereinigung Niederbayern (KPV), seit 2010 Mitglied des Landesvorstandes der Kommunalpolitischen Vereinigung (KPV), seit 2013 Vorsitzender der Gebietsverkehrswacht Bogen, seit 2015 Bundeswahlkreisvorsitzender, seit 2013 Mitglied des Deutschen Bundestages, 2018 bis Oktober 2019 Haushalts-und finanzpolitischer Sprecher der CSU im Deutschen Bundestag, 2019 bis Dezember 2021 Verkehrspolitischer Sprecher in der Bundestagsfraktion CDU/CSU Seit Dezember 2021 Vorsitzender des Finanzausschusses des Deutschen Bundestages.Mitgliedschaft in Gremien: 2020 bis 2022 Beirat der Deutschen Flugsicherung DFS; 2020 bis 2022 Aufsichtsratsmitglied Toll Collect GmbH; seit 2020 Mitglied im Kuratorium Deutsches Museum München; seit 2020 Mitglied im Kuratorium Deutsches Museum München; 2021 bis 2022 Mitglied im Eisenbahninfrastrukturbeirat bei der Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen; seit 2021 Mitglied im Kuratorium des Deutschen Bundeswehr-Verbandes e. V. (Soldaten- und Veteranen-Stiftung).[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/alois.rainer.mdb;https://www.facebook.com/Alois-Rainer-516782058376475/;http://www.alois-rainer.de/;;;https://twitter.com/AloisRainer
Ramsauer, Dr. Peter;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/R/ramsauer_peter-857876;Bayern;225;Traunstein;Müllermeister / Diplom-Kaufmann;"Geboren am 10. Februar 1954 in München; römisch-katholisch; verheiratet; vier Kinder.Volksschule Traunwalchen, Abitur am Staatlichen Landschulheim Marquartstein. Studium der Wirtschaftswissenschaften an der Ludwig-Maximilians-Universität München, dort 1979 Diplomkaufmann und 1985 Promotion zum Doktor der Staatswissenschaften. Ausbildung im Müllerhandwerk, 1977 Gesellen-, 1980 Meisterprüfung.Ramsauer Talmühle KG, Traunwalchen, persönlich haftender Gesellschafter.1973 Eintritt in die CSU; 1978 bis 1991 Stadtrat in Traunreut. Mitglied des Kreistages Traunstein seit 1984.Mitglied des Bundestages seit 1990; 1998 bis 2005 Parlamentarischer Geschäftsführer der CSU-Landesgruppe der CDU/CSU-Fraktion, 2005 bis 2009 Vorsitzender der CSU-Landesgruppe und Erster stellvertretender Vorsitzender der CDU/CSU-Fraktion, Oktober 2009 bis Dezember 2013 Bundesminister für Verkehr, Bau und Stadtentwicklung.Stellvertretender Parteivorsitzender der CSU 2008 bis 2017;2014 bis 2017 Vorsitzender des Ausschusses für Wirtschaft und Energie; 2018 bis 2021 Vorsitzender des Ausschusses für wirtschaftliche Zusammenarbeit und Entwicklung.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;;http://www.peter-ramsauer.de/;;;
Redder, Dr. Volker;FDP;https://www.bundestag.de/abgeordnete/biografien/R/redder_volker-861060;Bremen;54;Bremen I;Unternehmer;"Geboren am 7. Juni 1959 in Bremen; evangelisch-lutherisch; verheiratet; zwei Kinder.

    


    
    

        1978 Abitur in Bremen, danach 15 Monate Wehrdienst als Sanitäter in Leer und Achim; von 1979 bis 1986 Studium der Biologie an der Universität Bremen (Schwerpunkt Neurobiologie und Genetik), 1986 Abschluss als Diplom-Biologe und im Anschluss Bremen-Stipendiat im Fachbereich Biologie. Von 1987 Studium der Informatik (Schwerpunkt: Angewandte Informatik) und 1990 Abschluss mit einem Diplom. Bis Ende 1999 Angestellter als wissenschaftlicher Mitarbeiter an der Universität Bremen und Forschung u.a. im Bereich der Software-Ergonomie von öffentlichen Informationssystemen. 2002 Promotion zum Dr.-Ing. mit magna cum laude.Parallel ab 1981 Berater, Entwickler, Unternehmer und Wissenschaftler in diversen Forschungs-, Gesundheits- und IT-Projekten; von 1986 bis 1987 Forschung im Fachbereich Biologie/Chemie der Universität Bremen, von 1987-1990 selbständiger Software-Entwickler in den Bereichen Zollwesen, Logistik und Game-Development, von 1991-1999 Wissenschaftlicher Mitarbeiter und Dozent im FB Informatik der Universität Bremen.Seit 1996 Gründer und Gesellschafter von diversen IT-Firmen und einer Event-Agentur. Im Jahre 2000 Gründung von i2b, ein First Tuesday-Follow Up-Netzwerk für Gründer und Investoren. Auch seit April 2000 Geschäftsführender Gesellschafter der i2dm GmbH, die Beratung und Softwareentwicklung im Bereich von Datenbanken und mobilen Anwendungen anbietet. Seit 2006 im Vorstand der Familienunternehmer Bremen und seit 2010 ehrenamtliches Engagement bei Rotary.Zur Bürgerschaftswahl Bremen 2015 Eintritt in die FDP; nach dem Wiedereinzug der FDP in die Bremische Bürgerschaft von 2015 bis 2019 Deputierter für Wirtschaft, Arbeit und Häfen. Seit August 2016 Engagement in der Evaluation von Gründungsideen und Know-How- sowie Kapitalvermittlung für Bremer Start-Ups. 2018 Wahl in den Landesvorstand der FDP Bremen und seit 2019 Deputierter der Bremischen Bürgerschaft für „Wirtschaft und Arbeit“ sowie „Gesundheit und Verbraucherschutz“.2020 Landesvorsitzender der Familienunternehmer Bremen. Seit 2020 Stellvertretender Landesvorsitzender der FDP Bremen und Vorsitzender des FDP Kreisverbands „Links der Weser“.Schwerpunktthemen in der politischen Arbeit sind Wirtschaft, Digitalisierung und Bildung.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/accounts/login/;https://www.facebook.com/docredder;https://www.volker-redder.de/;;;https://twitter.com/docredder
Rehbaum, Henning;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/R/rehbaum_henning-861928;Nordrhein-Westfalen;130;Warendorf;Diplom-Betriebswirt (FH);"Geboren am 10. September 1973 in Hiltrup; römisch-katholisch; verheiratet; drei Kinder.

    


    
    

        Abitur 1993; 1993 bis 1994 Grundwehrdienst; 1994 bis 1996 Berufsausbildung zum Industriekaufmann sowie zum Fremdsprachenkorrespondent Englisch (IHK) bei Claas KGaA mit anschl. Weiterbeschäftigung; 1996 bis 2000 Studium Betriebswirtschaft und Logistik FH Heilbronn, Diplom-Betriebswirt (FH) 2001.2000 bis 2009 Geschäftsführer der Verkehrsbetriebe Bils in Albersloh, 2010 bis 2012 Prokurist bei der Westfälischen Verkehrsgesellschaft mbH in Münster.Mitglied der CDU seit 1998, Vorsitzender der CDU-Ortsunion Albersloh seit 2009, seit 2013 stellvertretender Vorsitzender des CDU-Kreisverbands Warendorf-Beckum, seit 2019 stellvertretender Vorsitzender des Bezirksverbands CDU Münsterland. Mitglied im Rat der Stadt Sendenhorst 2004 bis 2009 und 2014 bis Oktober 2021. MdL Nordrhein-Westfalen Mai 2012 bis Oktober 2021, seit 2017 Sprecher für Wirtschaft, Energie und Landesplanung, Sprecher der Münsterl. CDU-Abgeordneten im Landtag Nordrhein-Westfalen, Mitglied des geschäftsführenden Fraktionsvorstands, Mitglied der Koalitionsverhandlungsgruppe „Verkehr und Bauen“. Abgeordneter des Deutschen Bundestages seit 2021.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/henningrehbaum/?hl=de;https://de-de.facebook.com/rehbaumhenning/;https://www.henning-rehbaum.de/;;;https://twitter.com/henningrehbaum?lang=de
Reichardt, Martin;AfD;https://www.bundestag.de/abgeordnete/biografien/R/reichardt_martin-857894;Sachsen-Anhalt;73;Burgenland – Saalekreis;Offizier;"Geboren am 30. Juli 1969 in Goslar; evangelisch; verheiratet; drei Kinder.

    


    
    

        1989 Abitur; 1989 bis 1992 Ausbildung zum Offizier, 1992 bis 2001 Offizier der Bundeswehr; 1992 bis 1996 Studium Pädagogik, mit Abschluss als Dipl. Paed.; 2002 bis 2017 leitender Angestellter.Seit 2017 Mitglied des Deutschen Bundestages, Spitzenkandidat 2017 und 2021 zur Bundestagswahl in Sachsen-Anhalt; Landesvorsitzender der AfD in Sachsen-Anhalt. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/accounts/login/?next=/martin.reichardt.afd/;https://www.facebook.com/MartinReichardtAfD/;;;https://www.youtube.com/c/martinreichardtafd;https://twitter.com/M_Reichardt_AfD
Reichel, Dr. Markus;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/R/reichel_markus-861274;Sachsen;159;Dresden I;Diplom-Mathematiker;"Geboren am 15. Juli 1968 in München; verheiratet; fünf Kinder.

    


    
    

        Abitur am Gymnasium der Benediktiner Kloster Schäftlarn im Jahr 1987 (Durchschnitt 1,0); Zivildienst; 1989 Studium der Japanologie und Geschichte in Wien. Nach der deutschen Einheit Rückkehr nach Deutschland; Studium der Mathematik mit Förderung der Studienstiftung des Deutschen Volkes in Dresden und Bonn (Abschluss 1994 mit 1,0). Doktorat (mit Förderung der Deutschen Bundesstiftung Umwelt) und Promotion im Februar 1998 zu dem Thema der Markteinführung erneuerbarer Energien am Fachbereich Wirtschaftswissenschaften der TU Dresden (Bewertung: Summa cum laude). Zuvor Abschluss Aufbaustudium zum Wirtschaftsmathematiker. Seit 1999 Geschäftsführender Gesellschafter des selbst gegründeten Unternehmens Dreberis. Im Jahr 2007 Landesvorstandsmitglied der Mittelstandsunion Sachsen, im Jahr 2009 Landesschatzmeister und von 2011 bis 2021 Landesvorsitzender. Seit 2021 Ehrenvorsitzender der MIT Sachsen. Im Jahr 2019 Kreisvorsitzender der CDU Dresden und im November 2020 Direktkandidatur für den Wahlkreis 159. Ehrenamtliches Mitglied des Fachausschusses Außenwirtschaft der IHK Dresden.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/markus.reichel.cdu/;https://www.facebook.com/MarkusReichelCDU;https://www.markus-reichel.de/;;;https://twitter.com/MarkusReichelDD
Reichinnek, Heidi;Gruppe Die Linke;https://www.bundestag.de/abgeordnete/biografien/R/reichinnek_heidi-861074;Niedersachsen;39;Stadt Osnabrück;pädagogische Mitarbeiterin Jugendhilfe;"Geboren am 19. April 1988 in Merseburg; ledig.

    


    
    

        2007 bis 2011 Studium Nahoststudien und Politikwissenschaft (B.A.); 2011 bis 2013 Studium Politik und Wirtschaft des Nahen und Mittleren Ostens (M.A.); 2013 bis 2015 Wissenschaftliche Mitarbeiterin Centrum für Nah- und Mitteloststudien, Marburg; 2016 bis 2017 Sprach- und Kulturfachkraft in einer Clearingstelle für unbegleitete minderjährige Ausländer; 2017 bis 2019 Projektkoordinatorin bei einem Modellprojekt zu Demokratisierung und Radikalisierungsprävention; 2019 bis 2020 Projektkoordinatorin bei einem Projekt zur Gemeinwesenarbeit; seit 2021 pädagogische Mitarbeiterin in der Jugendhilfe (aktuell freigestellt); 2016 bis 2021 Mitglied der Linksfraktion im Rat der Stadt Osnabrück; 2017 bis 2019 Landessprecherin Linksjugend ['solid] Niedersachsen; 2019 bis 2023 Landesvorsitzende Die LINKE. Niedersachsen; seit Februar 2024 Co-Vorsitzende der Bundestagsgruppe die Linke.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.Heidi Reichinnek war durch Auflösung der Bundestagsfraktion Die Linke seit 6. Dezember 2023 fraktionslos, seit 2. Februar 2024 ist sie Mitglied der Gruppe Die Linke.]";https://www.instagram.com/heidireichinnek/;https://www.facebook.com/HeidiReichinnek/;http://www.heidireichinnek.de/;https://www.tiktok.com/@heidireichinnek?lang=de-DE;;https://twitter.com/HeidiReichinnek
Reinalter, Dr. Anja;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/R/reinalter_anja-860176;Baden-Württemberg;292;Biberach;Professorin für Soziale Arbeit;"Geboren am 1. Mai 1970 in Laupheim; römisch-katholisch; verheiratet; drei Kinder.

    


    
    

        Abitur 1989 in Laupheim am heutigen Carl-Laemmle-Gymnasium; Auslandsaufenthalt in Südengland; Studium der Erziehungswissenschaften an der Universität Frankfurt am Main; Promotion in Erziehungswissenschaften an der Universität Frankfurt am Main zum Thema: „Doing birth“ - Entscheidung zwischen klinischer und außerklinischer Geburt im Spannungsfeld von Selbstbestimmung und Sicherheitsbedürfnis: explorative Analyse und vergleichende Untersuchung von Kriterien für Geburtsvarianten im ländlichen Raum zu Beginn des 21. Jahrhunderts.Bildungsreferentin Katholische Erwachsenenbildung Ravensburg bei der Diözese Rottenburg/Stuttgart; Lehrerin für Berufliche Schulen - Schwerpunkt: Ausbildung von Erzieher*innen und Pflegefachkräften für das Regierungspräsidium Tübingen; Lehrbeauftragte an der RWU Hochschule Ravensburg/Weingarten und an der Katholischen Stiftungsfachhochschule München am Campus Benediktbeuren; seit 2020 Professur für Soziale Arbeit mit dem Schwerpunkt Jugendarbeit an der Hochschule Kempten.Seit 2021 Mitglied des Deutschen Bundestages für Bündnis 90/Die Grünen. Seit März 2024 Sprecherin für Bildung, Forschung und Technikfolgenabschätzung der Bundestagsfraktion.Langjährige Tätigkeit in der Elternvertretung und Gesamtelternbeiratsvorsitzende der Laupheimer Schulen; Erste Vorsitzende des Landesfrauenrats Baden-Württemberg; Mitglied im Beirat der Initiative Jugendparlament e. V.; Gemeinderätin für die Stadt Laupheim - Fraktionsvorsitzende; Kreisrätin im Kreistag Biberach.Mitglied des Kreisvorstand im Landkreis Biberach; Mitglied des Landesvorstandes bis Dezember 2021; Frauenpolitische Sprecherin im Landesparteirat bis Dezember 2021.Auszeichnung für kommunalpolitisches Ehrenamt mit dem Helene-Weber-Preis.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/anjareinalter/;https://www.facebook.com/anja.re.1650;https://reinalter.info/;;;
Renner, Martin Erwin;AfD;https://www.bundestag.de/abgeordnete/biografien/R/renner_martin-857898;Nordrhein-Westfalen;104;Mettmann I;Diplom-Betriebswirt;"Geboren am 5. Mai 1954 in Reutlingen; römisch-katholisch; verheiratet; zwei Kinder.

    


    
    

        beruflich: Diplom-Betriebswirt; Marketingdirektor in einem international tätigen Pharmazie- und Kosmetikunternehmen; Geschäftsführender Gesellschafter einer Unternehmens- und Kommunikationsberatung für die pharmazeutische und kosmetische Industrie, Tätigkeitsschwerpunkte: Internationale Kommunikation und Strategieentwicklung.politisch: Medienpolitischer Sprecher der AfD-Bundestagsfraktion; Landesbeauftragter und im Sprecherrat der Wahlalternative 2013; Gründungsmitglied und im Gründungsvorstand der Alternative für Deutschland; tellv. Sprecher der Alternative für Deutschland NRW; Sprecher der Alternative für Deutschland NRW; Spitzenkandidat der Alternative für Deutschland NRW für die Bundestagswahl 2017; Listenkandidat Platz vier auf der Landesliste der Alternative für Deutschland NRW für die Bundestagswahl 2021.Ausschüsse und Gremien: Mitglied im Ausschuss für Kultur und Medien; Mitglied im Kuratorium der Bundeszentrale für politische Bildung; Stellvertretendes Mitglied im Ausschuss für Angelegenheiten der Europäischen Union; Delegationsmitglied der Deutsch-Französischen Parlamentarischen Versammlung; Stellvertretendes Mitglied der Parlamentarischen Versammlung der Union für den Mittelmeerraum (PV-UfM); Stellvertretender Vorsitz der Deutsch-Kanadischen Parlamentariergruppe.privat: langjähriges ehrenamtliches Engagement in karitativen und kirchlichen Einrichtungen; Lions Club Haan und Kirchenvorstand in der katholischen Kirchengemeinde St. Chrysanthus und Daria in Haan.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;https://www.facebook.com/profile.php?id=100007329880766;http://www.martin-e-renner.de/;;https://www.youtube.com/channel/UCSyY7VxWrDPbbQL_R0Z6anw;https://twitter.com/Renner_AfD
